238;SANEANTES;Ao ingerir ou inalar acidentalmente um produto saneante você deve sempre:;Provocar vômito;Beber água;Ler o rótulo
239;SARAMPO;O sarampo é uma doença infecto contagiosa causada por?;Bactéria;Protozoários;Vírus
240;SARAMPO;A transmissão do vírus do sarampo ocorre por:;Oral ou fecal;Aedes aegypti;Vias respiratórias
241;SARAMPO;Qual destes é um sinal característico do sarampo?;Conjuntivite;Dor de cabeça;Machas vermelhas
242;SARAMPO;Qual é o período aproximado de incubação do sarampo?;5 dias;3 dias;10 dias
243;SARAMPO;Qual é a forma mais eficaz de prevenção contra o sarampo?;Uso de EPI;Isolamento;Vacina
244;SARAMPO;Qual o critério de confirmação de um caso de sarampo?;Biopsia;Diagnóstico Imagem;Exame Laboratorial
245;SARAMPO;Qual o prazo ideal para notificar um caso suspeito de sarampo?;Até 48 horas;Até 72 horas;Até 24 horas
246;SARAMPO;Qual o prazo ideal para realizar bloqueio vacinal contra sarampo?;Até 1 mes ;Até 96 horas;Até 72 horas
247;SARAMPO;Qual o público não indicado a receber a vacina tríplice ou tetra viral?;Idosos;Criança de 1 ano;Gestantes
248;SAÚDE DO TRABALHADOR E SUS;A garantia dos direitos à saúde:;Não é lei;Não é obrigatória;É lei
249;SAÚDE DO TRABALHADOR E SUS;Qual a sigla do Sistema Único de Saúde?;SISU;SINAN;SUS
250;SAÚDE DO TRABALHADOR E SUS;Para o SUS, estão cobertos pelos direitos à saúde:;Trabalhadores;Quem tem seguro;Todos
251;SAÚDE DO TRABALHADOR E SUS;O uso do cinto de segurança é obrigatório para trabalhos em altura superior á quantos metros?;1 m;3 m;2 m
252;SAÚDE DO TRABALHADOR E SUS;É o correto a se usar em incêndio com líquidos inflamáveis:;Água;Co2;Espuma
253;SAÚDE DO TRABALHADOR E SUS;Quais os Limites mínimos e máximos de tolerância ao ruído?;85 a 110;80 a 115;85 a 115
254;SERPENTE;O que deve ser feito, imediatamente, em caso de acidente com serpente?;Usar torniquete;Passar álcool;Procurar SUS
255;SERPENTE;Qual dessas serpentes peçonhentas é a que causa maior número de acidentes no Brasil?;Cascavel;Coral;Jararaca
256;SERPENTE;Qual dessas serpentes é considerada peçonhenta?;Sucuri;Jiboia;Jararaca
257;SERPENTE;O que deve ser feito ao se deparar com uma serpente?;Tentar capturar;Tirar uma selfie;Chamar autoridade
258;SERPENTE;"Quais serpentes levam a um quadro clínico conhecido porpularmente como ""cara de bêbado""?";Jararaca e cascavel;Sucuri e cascavel;Cascavel e coral
259;TÉTANO;Qual vacina é recomendada para prevenir tétano em adultos?;Tríplice viral;VIP;Dupla  adulto
260;TÉTANO;Qual vacina é indicada para gestantes para prevenir o tétano neonatal?;BCG;Tríplice viral;Dupla adulto
261;TÉTANO;Onde a bactéria do tétano pode ser encontrada?;Apenas em pregos;Apenas no solo;Diversos ambientes
262;TÉTANO;Como saber que você pode estar com tétano?;Pseudomembrana;Acessos de tosse ;Rigidez muscular
263;TÉTANO;O tétano é uma doença causada por qual microorganismo?;Vírus;Fungos;Bactéria
264;TÉTANO ;Qual agente etiológico do tétano?;Salmonella enterica;Bordetella pertussis;Clostridium tetani
265;TRACOMA;O tracoma é causado por?;Vírus;Protozoários;Bactéria
266;TRACOMA;O tracoma é uma doença que atinge?;Nervos periféricos;Aparelho digestivo;Os olhos
267;TRACOMA;Como é tratado o tracoma?;Analgésico;Antialérgico;Antibiótico
268;TUBERCULOSE;O que é tuberculose?;Doença viral;Doença fúngica;Doença bacteriana
269;TUBERCULOSE;Qual é a bactéria que causa a tuberculose?;Treponema pallidum;Bordetella pertusis;Bacilo de koch
270;TUBERCULOSE;Qual a vacina que previne as formas mais graves da tuberculose?;Influenza;Rubéola;BCG
271;TUBERCULOSE;Como se pega tuberculose?;Relação sexual;Pelo beijo e abraço;Tosse ou espirro
272;TUBERCULOSE;Qual é o orgão mais frequentemente afetado pela tuberculose?;Fígado;Coração;Pulmão
273;TUBERCULOSE;Quais são os orgãos, além do pulmão, que a tuberculose também pode acometer?;Somente intestino;Somente ossos;Todos
274;TUBERCULOSE;Todas as pessoas com tuberculose podem transmitir a doença?;Sim;Apenas tabagistas;Não
275;TUBERCULOSE;Quais destes são sintomas comuns de tuberculose?;Diarreia;Desmaio;Tosse
276;TUBERCULOSE;Depois de quanto tempo de tosse devo suspeitar de tuberculose? ;1 semana;2 semanas;3 semanas
277;TUBERCULOSE;Qual o serviço de saúde deve ser procurado no caso de suspeita de tuberculose? ;Serviço especial;Pronto socorro;UBS
278;TUBERCULOSE;Quanto tempo dura o tratamento da tuberculose?;2 meses;4 meses;No mínimo 6 meses
279;TUBERCULOSE;Quais os exames realizados para o diagnóstico da tuberculose pulmonar?;Exame de sangue;Exame de urina;Exames de escarro
280;TUBERCULOSE;Quanto custa o tratamento para quem tem tuberculose?;R$ 20.00;R$ 300.00;É gratuito no SUS
281;TUBERCULOSE;O que você deve evitar para se previnir contra a tuberculose?;Abraços;Beijos;Locais fechados
282;TUBERCULOSE;Os medicamentos para o tratamento da tuberculose são ofertados por quem?;Rede privada;OMS;SUS
283;TUBERCULOSE;É preciso separar copos, talheres, pratos e outros utensílios do paciente com tuberculose?;Sim;Somente pratos;Não
284;TUBERCULOSE;Que doença deve ser investigada e testada nas pessoas com tuberculose?;Sífilis;Caxumba;HIV
285;UVHA;No tratamento da Doença Diarréica Aguda se recomenda:;Iniciar antibiótico;Tomar antidiarréico;Tomar líquidos
286;UVHA;Qual destas é uma causa comum de diarreia?;Água contaminada ;Alimento contaminado;Todas acima
287;UVHA;Qual destas doenças está associada à diarreia crônica?;Viroses;Salmonelose;Doença celíaca
288;UVHA;Diarreias podem ser causadas por?;Bactérias;Vírus;Todas acima
289;UVHA;Além de fezes pastosas, qual destes sintomas também pode ocorrer durante a diarreia?;Dor abdominal;Náuseas;Todas acima
290;UVHA;Qual destes fluidos é o mais indicado para evitar e tratar a desidratação?;Caldo de legumes;Refrigerante;Água e soro caseiro
291;UVHA;Como é chamada a diarreia com sangue visível nas fezes?;Difteria;Diarreia crônica;Disenteria
292;UVHA;O que é mais importante para a escolha de alimentos vendidos na rua?;Higiene;Alimento conservado;Todas acima
293;UVHA;Qual alimento oferece maior risco para Botulismo?;Água;Verduras frescas ;Embutidos
294;UVHA;Como prevenir a transmissão da diarreia por Rotavírus?;Higiene de frutas;Uso de repelente;Higiene das mãos
295;UVHA;Qual dessas doenças pode ser transmitida da mãe para o bebê durante a gestação?;Gripe;Febre tifoide;Toxoplasmose
296;UVHA;Crianças de até 2 anos não podem ingerir mel devido ao risco de adquirir qual doença?;Coqueluche ;Malária;Botulismo
297;VACINAÇÃO DE VIAJANTE;Quanto tempo antes de viajar, você precisa verificar se suas vacinas estão atualizadas? ;1 dia;1 semana;4 a 8 semanas
298;VACINAÇÃO DE VIAJANTE;No Brasil o adulto também deve receber vacinas periodicamente?;Não;Só em emergência;Sim
299;VACINAÇÃO DE VIAJANTE;Vacinar-se para febre amarela antes de viajar:;Não é necessário;Depende da idade;É necessário
300;VACINAÇÃO DE VIAJANTE;Em quais sites pode-se obter informações completas e confiáveis sobre vacinação?;ANVISA;Ministério da Saúde;Todas as opções
301;VIGIPEQ;O que fazer em casos de intoxicações por contaminantes químicos?;Induzir vômito;Ingerir leite;Buscar médico
302;VIGIPEQ;O que fazer em casos de intoxicações por agrotóxicos?;Induzir vômito;Ingerir leite;Buscar médico
